date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:38:41	204528/204528	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-solid-900.ttf	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:41	33193/33193	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/banner.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/banner.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:42	2530/2530	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Aug%202023%2004:08:42%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/owl.video.play.png	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/owl.video.play.png	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:43	40970/40970	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/about4.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/about4.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/about.html)
09:38:44	58824/58824	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/about3.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/about3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/about.html)
09:38:46	18742/18742	---M--	200	added ('OK')	image/png	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/brand1.png	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/brand1.png	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/about.html)
09:38:46	12975/12975	---M--	200	added ('OK')	image/png	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/brand2.png	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/brand2.png	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/about.html)
09:38:47	12467/12467	---M--	200	added ('OK')	image/png	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/brand6.png	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/brand6.png	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/about.html)
09:38:47	9034/9034	---M--	200	added ('OK')	image/png	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/brand3.png	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/brand3.png	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/about.html)
09:38:48	12534/12534	---M--	200	added ('OK')	image/png	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/brand4.png	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/brand4.png	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/about.html)
09:38:49	12243/12243	---M--	200	added ('OK')	image/png	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/brand5.png	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/brand5.png	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/about.html)
09:38:50	20216/20216	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/jquery.magnific-popup.min.js	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/about.html)
09:38:51	25108/25108	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/s1.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/s1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/services.html)
09:38:52	10063/10063	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/s2.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/s2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/services.html)
09:38:53	21043/21043	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/s3.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/s3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/services.html)
09:38:53	8166/8166	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/s4.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/s4.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/services.html)
09:38:55	22824/22824	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/blog4.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/blog4.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blog-nosidebar.html)
09:38:55	82448/82448	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/blog5.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/blog5.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blog-nosidebar.html)
09:38:57	34112/34112	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/blog6.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/blog6.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blog-nosidebar.html)
09:38:59	1656/1656	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Aug%202023%2004:08:57%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blog-single.html	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blog-single.html	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blog-right-sidebar.html)
09:38:59	191/191	---M--	200	added ('OK')	image/png	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/fb.png	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/fb.png	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/email-template.html)
09:39:00	345/345	---M--	200	added ('OK')	image/png	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/tw.png	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/tw.png	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/email-template.html)
09:39:00	496/496	---M--	200	added ('OK')	image/png	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/db.png	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/db.png	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/email-template.html)
09:39:03	52916/52916	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2012%20Jun%202023%2018:23:07%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/w3/www.google-analytics.com/analytics.js	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blog-single.html)
09:39:04	109/109	---M--	302	error ('Found')	text/html	date:Fri,%2025%20Aug%202023%2004:09:04%20GMT	http://cdn.fancybar.net/ac/fancybar.js?zoneid=1502&serve=C6ADVKE&placement=w3layouts	C:/My%20Web%20Sites/w3/cdn.fancybar.net/ac/fancybar.4d6a2f.delayed	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blog-single.html)
09:39:05	42604/42604	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Aug%202023%2004:09:05%20GMT	https://www.carbonads.net/ac/fancybar.js?placement=w3layouts&serve=C6ADVKE&zoneid=1502	C:/My%20Web%20Sites/w3/www.carbonads.net/ac/fancybar.4e7292.delayed	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blog-single.html)
